msr_device_nbr,date_time,pm_25,device_friendly_name,latitude,longitude,misc_annotation
2004,2022-11-13,7.703882818570318,California & 26th (SB),41.8451,-87.6952,Community Selected
2006,2022-11-13,7.943320707070708,California & Cermak (NB),41.8523,-87.6954,Community Selected
2010,2022-11-13,6.56457702020202,EPA Springfield Pump Station C,41.91274,-87.72267,EPA Co-Location
2012,2022-11-13,6.706619560994561,Chicago & Sacramento (EB),41.8954,-87.7022,Partner Request
2013,2022-11-13,7.251252081252081,EPA Village Garage B,41.67099,-87.73246,EPA Co-Location
2014,2022-11-13,7.548563762626262,EPA Village Garage C,41.67099,-87.73246,EPA Co-Location
2033,2022-11-13,10.025042735042735,Halsted & 74th St (SB),41.75951,-87.64438,Stratified Random Sample
2037,2022-11-13,6.406249152553943,39TH & HALSTED (WB),41.82372,-87.64635,Community Selected
2038,2022-11-13,9.061338383838384,ARCHER & THROOP (SB),41.84339,-87.65458,Community Selected
2040,2022-11-13,6.590561868686869,Madison & Wood (WB),41.88147,-87.67219,Stratified Random Sample
2042,2022-11-13,9.551620532245531,26th ST & Pulaski (WB),41.8442,-87.7248,Community Selected
2043,2022-11-13,8.555939536251204,Roosevelt & Homan (WB),41.86645,-87.71032,Stratified Random Sample
2046,2022-11-13,6.822236111111111,Northwest Highway & Devon (NWB),41.99753,-87.80755,Stratified Random Sample
2047,2022-11-13,9.467118055555556,Pulaski & 49th (SB),41.8049,-87.7236,Stratified Random Sample
2048,2022-11-13,6.1273748353096185,Cottage Grove & Pershing (SB),41.8241,-87.60712,Stratified Random Sample
2049,2022-11-13,6.99459090909091,Clarendon & Montrose (SB),41.96199,-87.64999,Stratified Random Sample
2050,2022-11-13,9.881044823232322,Laramie & Lake (NB),41.8867,-87.7551,Community Selected
2052,2022-11-13,7.7913624222999225,Western Ave & 43rd St (SB),41.81587,-87.68476,Stratified Random Sample
2053,2022-11-13,7.539242424242424,Cottage Grove & 83rd (SB),41.7438,-87.6052,Stratified Random Sample
2054,2022-11-13,8.129166666666666,Ashland & 43rd St (SB),41.81604,-87.66531,Community Selected
2055,2022-11-13,6.965532196969697,Harrison & Central (WB),41.87288,-87.76488,Community Selected
2056,2022-11-13,7.288324494949495,Fullerton & Pulaski (WB),41.92461,-87.72656,Stratified Random Sample
