device_friendly_name,date_time,nbr_of_readings,pm_25,latitude,longitude
100th & Torrence (WB),2023-02-06,278,13.588525883838384,41.7136,-87.5602
106th & Ave D (WB),2023-02-06,279,15.642885101010101,41.70277166,-87.52829283
111th & Ellis (WB),2023-02-06,279,14.305063131313132,41.69288,-87.60507
115th & Stewart (EB),2023-02-06,279,14.405274822531325,41.68517802886724,-87.63263004842011
137th & Brainard (NB),2023-02-06,279,12.176126893939395,41.6463031593152,-87.5429946962422
26th & Central Park (WB),2023-02-06,267,16.668965744400527,41.844493180392355,-87.71455502567271
26th ST & Kostner (WB),2023-02-06,251,17.24099517906336,41.84419,-87.7347
26th ST & Pulaski (WB),2023-02-06,278,15.836145833333333,41.8442,-87.7248
39TH & HALSTED (WB),2023-02-06,279,14.617275883838383,41.823715840223066,-87.6463462493363
39th & Damen (WB),2023-02-06,278,14.816079545454548,41.8231,-87.6753
39th & Sacramento (EB),2023-02-06,279,13.119343434343435,41.82263,-87.6997
47th & Halsted (WB),2023-02-06,279,16.933522727272727,41.8088,-87.6481
61st & King (WB),2023-02-06,277,12.955274621212121,41.7838,-87.6164
63RD STREET & STATE (EB) - 2,2023-02-06,278,15.920296717171718,41.779987,-87.625107001
63rd & Damen (WB),2023-02-06,279,16.094539141414142,41.7793,-87.6741
63rd & Lamon (EB),2023-02-06,279,15.485798611111113,41.7782,-87.7438
63rd & Pulaski (EB),2023-02-06,255,15.882955922865015,41.7785,-87.7214
69th St & Bell Ave (EB),2023-02-06,278,11.203083964646465,41.76834,-87.67968
79th & Kostner (EB),2023-02-06,279,11.828866792929292,41.7491,-87.7302
87th & Western (WB),2023-02-06,275,13.987839015151515,41.73565,-87.68222
95th & Wentworth (WB),2023-02-06,278,14.148304924242424,41.7218,-87.6287
ARCHER & THROOP (SB),2023-02-06,278,15.179854797979798,41.84339211596036,-87.6545815311069
Archer & Lavergne/LeClair (NEB),2023-02-06,279,16.153019353259694,41.797916,-87.747366
Archer & Mulligan/55th (NWB),2023-02-06,279,15.020250825563325,41.7924,-87.7818
Ashland & 37th (SB),2023-02-06,256,12.688533057851238,41.8267,-87.66561
Ashland & 43rd St (SB),2023-02-06,279,17.266243686868687,41.816041,-87.665311
Ashland & Belmont/Lincoln (NB),2023-02-06,279,16.343386994949494,41.939311,-87.668496
Ashland & Blackhawk (NB),2023-02-06,278,14.310248737373739,41.907237,-87.66745
Ashland & Pershing (SB),2023-02-06,279,16.247695707070708,41.823588,-87.665245
Ave O & 114th (NB),2023-02-06,272,11.881704450477253,41.688054,-87.539967
Belmont & Sheridan (WB),2023-02-06,278,15.570378787878788,41.94,-87.6402
Broadway & Wilson Ave (SWB),2023-02-06,279,15.108686868686869,41.965146,-87.657484
California & 26th (SB),2023-02-06,278,15.47210542929293,41.8451,-87.695204
California & Cermak (NB),2023-02-06,255,15.981652892561984,41.8523,-87.6954
California & Devon (SB),2023-02-06,278,15.157771464646466,41.99772,-87.69975
Central & Madison (NB),2023-02-06,278,14.813254419191919,41.8803,-87.7647
Central & Prescott (SB),2023-02-06,256,14.107537878787879,41.9924,-87.7654
Central Park & Ogden (NB),2023-02-06,278,15.918559974747474,41.854286108203816,-87.71498342854358
Cicero & Hubbard (NB),2023-02-06,274,42.88104292929293,41.8879,-87.7455
Clarendon & Montrose (SB),2023-02-06,279,13.843222853535353,41.961992,-87.649994
Clark & 15th (NB),2023-02-06,278,13.899564393939393,41.861773,-87.630143
Commercial & 85 (NB),2023-02-06,279,12.843080712039061,41.7414,-87.5513
Commercial & 89th (SB),2023-02-06,279,14.467108585858584,41.733871,-87.551448
