date,name,value
2022-08-04T00:00:00Z,corrected,9.18442793007542
2022-08-07T00:00:00Z,raw,7.11739463601533
2022-08-07T00:00:00Z,corrected,9.42503044444445
2022-08-08T00:00:00Z,raw,8.99013314176245
2022-08-08T00:00:00Z,corrected,10.4041544635057
2022-08-09T00:00:00Z,raw,0.895534722222222
2022-08-09T00:00:00Z,corrected,6.17224168611111
2022-08-10T00:00:00Z,raw,4.78929166666667
2022-08-10T00:00:00Z,corrected,8.216492425
2022-08-11T00:00:00Z,raw,7.64134782608696
2022-08-11T00:00:00Z,corrected,9.71272149275362
2022-08-12T00:00:00Z,raw,2.9328032236362
2022-08-12T00:00:00Z,corrected,7.24834260492576
2022-08-13T00:00:00Z,raw,4.89142001915709
2022-08-13T00:00:00Z,corrected,8.2751162289272
2022-08-14T00:00:00Z,raw,9.31527777777778
2022-08-14T00:00:00Z,corrected,10.58375485
2022-08-15T00:00:00Z,raw,10.8680680076628
2022-08-15T00:00:00Z,corrected,11.398820529023
2022-08-16T00:00:00Z,raw,7.8313127394636
2022-08-16T00:00:00Z,corrected,9.8080522901341
2022-08-17T00:00:00Z,raw,10.8529722222222
2022-08-17T00:00:00Z,corrected,11.3885381861111
2022-08-18T00:00:00Z,raw,16.8402504789272
2022-08-18T00:00:00Z,corrected,14.5302037077586
2022-08-19T00:00:00Z,raw,12.2431611590038
2022-08-19T00:00:00Z,corrected,12.1279919824713
2022-08-20T00:00:00Z,raw,12.2952075569358
2022-08-20T00:00:00Z,corrected,12.1444446992932
2022-08-21T00:00:00Z,raw,17.8589226000426
2022-08-21T00:00:00Z,corrected,15.056491324851
2022-08-22T00:00:00Z,raw,15.6560458743842
2022-08-22T00:00:00Z,corrected,13.9036167266078
2022-08-23T00:00:00Z,raw,12.0409602579663
2022-08-23T00:00:00Z,corrected,12.016046136849
2022-08-24T00:00:00Z,raw,13.870275862069
2022-08-24T00:00:00Z,corrected,12.979448152682
2022-08-25T00:00:00Z,raw,18.7316944444444
2022-08-25T00:00:00Z,corrected,15.5192741277778
2022-08-26T00:00:00Z,raw,9.36804382183908
2022-08-26T00:00:00Z,corrected,10.6098187220307
2022-08-27T00:00:00Z,raw,14.1964889846743
2022-08-27T00:00:00Z,corrected,13.1425306291188
2022-08-28T00:00:00Z,raw,12.9531875
2022-08-28T00:00:00Z,corrected,12.4937860055556
2022-08-29T00:00:00Z,raw,8.38810416666667
2022-08-29T00:00:00Z,corrected,10.0963834333333
2022-08-30T00:00:00Z,raw,8.11317113095238
2022-08-30T00:00:00Z,corrected,9.95902997936508
2022-08-31T00:00:00Z,raw,8.71384027777778
2022-08-31T00:00:00Z,corrected,10.2799440833333
2022-09-01T00:00:00Z,raw,7.90649305555556
2022-09-01T00:00:00Z,corrected,9.85496301944444
2022-09-02T00:00:00Z,raw,10.1895694444444
2022-09-02T00:00:00Z,corrected,11.0490119444444
2022-09-03T00:00:00Z,raw,12.6254444444444
2022-09-03T00:00:00Z,corrected,12.3236481333333
2022-09-04T00:00:00Z,raw,8.09876984126984
2022-09-04T00:00:00Z,corrected,9.93876800634921
2022-09-05T00:00:00Z,raw,10.7366875
2022-09-05T00:00:00Z,corrected,11.3213608791667
2022-09-06T00:00:00Z,raw,13.6626914042979
2022-09-06T00:00:00Z,corrected,12.8579366118941
2022-09-07T00:00:00Z,raw,6.14406140350877
2022-09-07T00:00:00Z,corrected,8.91799955438597
2022-09-16T00:00:00Z,raw,8.61916666666667
2022-09-16T00:00:00Z,corrected,10.2348366666667
2022-09-17T00:00:00Z,raw,17.0588055555556
2022-09-17T00:00:00Z,corrected,14.6483288444444
2022-09-18T00:00:00Z,raw,16.0023057950192
2022-09-18T00:00:00Z,corrected,14.0960795052682
2022-09-19T00:00:00Z,raw,10.3346538461538
2022-09-19T00:00:00Z,corrected,11.1131634102564
2022-09-24T00:00:00Z,raw,5.69215708812261
2022-09-24T00:00:00Z,corrected,8.69635552796935
2022-09-25T00:00:00Z,raw,9.45347222222222
2022-09-25T00:00:00Z,corrected,10.6562573333333
2022-09-26T00:00:00Z,raw,2.46100694444444
2022-09-26T00:00:00Z,corrected,6.99744696666667
2022-09-27T00:00:00Z,raw,2.74886805555556
2022-09-27T00:00:00Z,corrected,7.15325466111111
2022-09-28T00:00:00Z,raw,1.68879411764706
2022-09-28T00:00:00Z,corrected,6.58690795686275
2022-10-02T00:00:00Z,raw,2.13125
2022-10-02T00:00:00Z,corrected,6.82028857142857
2022-10-03T00:00:00Z,raw,1.92669444444444
2022-10-03T00:00:00Z,corrected,6.72168622777778
2022-10-04T00:00:00Z,raw,11.994875
2022-10-04T00:00:00Z,corrected,11.9993691
2022-10-05T00:00:00Z,raw,8.00013636363636
2022-10-05T00:00:00Z,corrected,9.91551401818182
2022-10-06T00:00:00Z,raw,9.72331666666667
2022-10-06T00:00:00Z,corrected,10.8098741933333
2022-10-07T00:00:00Z,raw,0.628733333333333
2022-10-07T00:00:00Z,corrected,6.02991712666667
2022-10-11T00:00:00Z,raw,11.9460925925926
2022-10-11T00:00:00Z,corrected,11.9708284296296
2022-10-12T00:00:00Z,raw,17.2190833333333
2022-10-12T00:00:00Z,corrected,14.7165781111111
2022-10-13T00:00:00Z,raw,9.8155537037037
2022-10-13T00:00:00Z,corrected,10.8581122192593
2022-10-14T00:00:00Z,raw,7.48984781310643
2022-10-14T00:00:00Z,corrected,9.6463992101657
2022-10-15T00:00:00Z,raw,2.47071428571429
2022-10-15T00:00:00Z,corrected,7.00036852261905
2022-10-16T00:00:00Z,raw,6.5874
2022-10-16T00:00:00Z,corrected,9.17184022666667
2022-10-17T00:00:00Z,raw,1.34661111111111
2022-10-17T00:00:00Z,corrected,6.41809848888889
2022-10-18T00:00:00Z,raw,2.34780769230769
2022-10-18T00:00:00Z,corrected,6.94543306153846
2022-10-19T00:00:00Z,raw,2.24616666666667
2022-10-19T00:00:00Z,corrected,6.89631234285714
2022-10-20T00:00:00Z,raw,5.25262996031746
2022-10-20T00:00:00Z,corrected,8.47802146825397
2022-10-21T00:00:00Z,raw,12.9745128205128
2022-10-21T00:00:00Z,corrected,12.5203490153846
2022-10-22T00:00:00Z,raw,10.7838333333333
2022-10-22T00:00:00Z,corrected,11.3720432222222
2022-10-23T00:00:00Z,raw,10.4200002280606
2022-10-23T00:00:00Z,corrected,11.1774419702062
2022-10-24T00:00:00Z,raw,13.1312361111111
2022-10-24T00:00:00Z,corrected,12.5962182833333
2022-10-25T00:00:00Z,raw,23.6246436781609
2022-10-25T00:00:00Z,corrected,18.0738545569787
