device_id,date,pm_25
h_109,2022-05-27T00:00:00Z,68.9838684790805
h_109,2022-05-28T00:00:00Z,6.30783294444444
h_109,2022-06-15T00:00:00Z,13.1763963047619
h_109,2022-06-16T00:00:00Z,9.47614473040752
h_109,2022-06-17T00:00:00Z,7.89652635250411
h_109,2022-06-18T00:00:00Z,6.88254689166667
h_109,2022-06-19T00:00:00Z,7.45969873333333
h_109,2022-06-20T00:00:00Z,8.41239004693487
h_109,2022-06-21T00:00:00Z,10.9519097222222
h_109,2022-06-22T00:00:00Z,9.28133935027809
h_109,2022-06-23T00:00:00Z,7.78480001484674
h_109,2022-06-24T00:00:00Z,9.53894123333333
h_109,2022-06-25T00:00:00Z,11.8307153555556
h_109,2022-06-26T00:00:00Z,13.0761335638889
h_109,2022-06-27T00:00:00Z,8.02342121034483
h_109,2022-06-28T00:00:00Z,10.8793546111111
h_109,2022-06-29T00:00:00Z,13.6778479658046
h_109,2022-06-30T00:00:00Z,12.3152558600358
h_109,2022-07-01T00:00:00Z,11.6936412922414
h_109,2022-07-02T00:00:00Z,18.7940208167916
h_109,2022-07-03T00:00:00Z,18.2541087368774
h_109,2022-07-04T00:00:00Z,25.00489770113
h_109,2022-07-05T00:00:00Z,18.969465283114
h_109,2022-07-06T00:00:00Z,12.0633047532788
h_109,2022-07-07T00:00:00Z,16.0471598431373
h_109,2022-07-08T00:00:00Z,15.5485856668508
h_109,2022-07-09T00:00:00Z,10.3484984371468
h_109,2022-07-10T00:00:00Z,8.01889728660406
h_109,2022-07-11T00:00:00Z,9.21846352962507
h_109,2022-07-12T00:00:00Z,8.65829713735632
h_109,2022-07-13T00:00:00Z,10.4169877077586
h_109,2022-07-14T00:00:00Z,9.89834965217391
h_109,2022-07-15T00:00:00Z,13.0370411844828
h_109,2022-07-16T00:00:00Z,15.5906624397837
h_109,2022-07-17T00:00:00Z,16.3918563234332
h_109,2022-07-18T00:00:00Z,13.2640881106215
h_109,2022-07-19T00:00:00Z,13.9371274566092
h_109,2022-07-20T00:00:00Z,14.5016165571661
h_109,2022-07-21T00:00:00Z,19.3912784901191
h_109,2022-07-22T00:00:00Z,9.33366391164418
h_109,2022-07-23T00:00:00Z,8.6550278445555
h_109,2022-07-24T00:00:00Z,14.0083322681635
h_109,2022-07-25T00:00:00Z,7.58739314809389
h_109,2022-07-26T00:00:00Z,7.54368515556679
h_109,2022-07-27T00:00:00Z,11.9686656775369
h_109,2022-07-28T00:00:00Z,11.8169753623965
h_109,2022-07-29T00:00:00Z,7.35943575145742
h_109,2022-07-30T00:00:00Z,9.6145986289272
h_109,2022-07-31T00:00:00Z,8.53105422998084
h_109,2022-08-01T00:00:00Z,10.7535622397646
h_109,2022-08-02T00:00:00Z,10.3960329226054
h_109,2022-08-03T00:00:00Z,9.98153576030378
h_109,2022-08-04T00:00:00Z,9.18442793007542
h_109,2022-08-07T00:00:00Z,9.42503044444445
h_109,2022-08-08T00:00:00Z,10.4041544635057
h_109,2022-08-09T00:00:00Z,6.17224168611111
h_109,2022-08-10T00:00:00Z,8.216492425
h_109,2022-08-11T00:00:00Z,9.71272149275362
h_109,2022-08-12T00:00:00Z,7.24834260492576
h_109,2022-08-13T00:00:00Z,8.2751162289272
h_109,2022-08-14T00:00:00Z,10.58375485
h_109,2022-08-15T00:00:00Z,11.398820529023
h_109,2022-08-16T00:00:00Z,9.8080522901341
h_109,2022-08-17T00:00:00Z,11.3885381861111
h_109,2022-08-18T00:00:00Z,14.5302037077586
h_109,2022-08-19T00:00:00Z,12.1279919824713
h_109,2022-08-20T00:00:00Z,12.1444446992932
h_109,2022-08-21T00:00:00Z,15.056491324851
h_109,2022-08-22T00:00:00Z,13.9036167266078
h_109,2022-08-23T00:00:00Z,12.016046136849
h_109,2022-08-24T00:00:00Z,12.979448152682
h_109,2022-08-25T00:00:00Z,15.5192741277778
h_109,2022-08-26T00:00:00Z,10.6098187220307
h_109,2022-08-27T00:00:00Z,13.1425306291188
h_109,2022-08-28T00:00:00Z,12.4937860055556
h_109,2022-08-29T00:00:00Z,10.0963834333333
h_109,2022-08-30T00:00:00Z,9.95902997936508
h_109,2022-08-31T00:00:00Z,10.2799440833333
h_109,2022-09-01T00:00:00Z,9.85496301944444
h_109,2022-09-02T00:00:00Z,11.0490119444444
h_109,2022-09-03T00:00:00Z,12.3236481333333
h_109,2022-09-04T00:00:00Z,9.93876800634921
h_109,2022-09-05T00:00:00Z,11.3213608791667
h_109,2022-09-06T00:00:00Z,12.8579366118941
h_109,2022-09-07T00:00:00Z,8.91799955438597
h_109,2022-09-16T00:00:00Z,10.2348366666667
h_109,2022-09-17T00:00:00Z,14.6483288444444
h_109,2022-09-18T00:00:00Z,14.0960795052682
h_109,2022-09-19T00:00:00Z,11.1131634102564
h_109,2022-09-24T00:00:00Z,8.69635552796935
h_109,2022-09-25T00:00:00Z,10.6562573333333
h_109,2022-09-26T00:00:00Z,6.99744696666667
h_109,2022-09-27T00:00:00Z,7.15325466111111
h_109,2022-09-28T00:00:00Z,6.58690795686275
h_109,2022-10-02T00:00:00Z,6.82028857142857
h_109,2022-10-03T00:00:00Z,6.72168622777778
h_109,2022-10-04T00:00:00Z,11.9993691
h_109,2022-10-05T00:00:00Z,9.91551401818182
h_109,2022-10-06T00:00:00Z,10.8098741933333
h_109,2022-10-07T00:00:00Z,6.02991712666667
h_109,2022-10-11T00:00:00Z,11.9708284296296
h_109,2022-10-12T00:00:00Z,14.7165781111111
h_109,2022-10-13T00:00:00Z,10.8581122192593
h_109,2022-10-14T00:00:00Z,9.6463992101657
h_109,2022-10-15T00:00:00Z,7.00036852261905
h_109,2022-10-16T00:00:00Z,9.17184022666667
h_109,2022-10-17T00:00:00Z,6.41809848888889
h_109,2022-10-18T00:00:00Z,6.94543306153846
h_109,2022-10-19T00:00:00Z,6.89631234285714
h_109,2022-10-20T00:00:00Z,8.47802146825397
h_109,2022-10-21T00:00:00Z,12.5203490153846
h_109,2022-10-22T00:00:00Z,11.3720432222222
h_109,2022-10-23T00:00:00Z,11.1774419702062
