msr_device_nbr,date,pm_25,number_of_readings
2002,2022-05-01,6.07926406926407,244
2002,2022-05-02,8.80119633838384,278
2002,2022-05-03,9.48613636363636,279
2002,2022-05-04,5.7392077020202,278
2002,2022-05-05,8.15470117563596,265
2002,2022-05-06,7.60103689064559,260
2002,2022-05-07,6.76554924242424,279
2002,2022-05-08,7.83381887052342,256
2002,2022-05-09,8.76580764163373,267
2002,2022-05-10,15.5483522727273,280
2002,2022-05-11,19.2914031620553,265
2002,2022-05-12,13.6271275252525,279
2002,2022-05-13,9.37947032828283,276
2002,2022-05-14,11.0505429292929,279
2002,2022-05-15,9.27865151515151,231
2002,2022-05-16,8.92257891414142,279
2002,2022-05-17,6.18045391414141,274
2002,2022-05-18,9.97182828282828,277
2002,2022-05-19,13.7074444444444,276
2002,2022-05-20,11.188976584022,255
2002,2022-05-21,7.70912604303909,263
2002,2022-05-22,6.95640151515152,278
2002,2022-05-23,6.11488636363636,276
2002,2022-05-24,8.12273484848485,277
2002,2022-05-25,9.84215277777778,278
2002,2022-05-26,8.41405545843046,277
2002,2022-05-27,7.06559701178451,269
2002,2022-05-28,10.8225618686869,278
2002,2022-05-29,9.30583017676768,277
2002,2022-05-30,10.396014520202,279
2002,2022-05-31,10.5175662878788,274
2002,2022-06-01,8.11334474553225,279
2002,2022-06-02,9.960141184573,255
2002,2022-06-03,8.14258838383838,278
2002,2022-06-04,7.55509159779614,254
2002,2022-06-05,8.01996843434344,279
2002,2022-06-06,13.2994349747475,278
2002,2022-06-07,6.10543560606061,279
2002,2022-06-08,8.96523284686328,267
2002,2022-06-09,8.80460732323232,227
2002,2022-06-10,9.97380050505051,278
2002,2022-06-11,11.3381470959596,278
2002,2022-06-12,10.5882575757576,279
2002,2022-06-13,10.3499872854418,257
2002,2022-06-14,13.2019476010101,279
2002,2022-06-15,12.874869949495,276
2002,2022-06-16,8.49439078282828,278
2002,2022-06-17,7.58305846930847,281
2002,2022-06-18,6.11097003690754,280
2002,2022-06-19,9.22688068181818,276
2002,2022-06-20,8.11,256
2002,2022-06-21,10.7979731404959,253
2002,2022-06-22,7.04558884297521,255
2002,2022-06-23,7.21555994729908,267
2002,2022-06-24,9.80189623507805,253
2002,2022-06-25,11.3016460055096,254
2002,2022-06-26,8.57757891414141,280
2002,2022-06-27,7.48896246114996,278
2002,2022-06-28,10.2074987373737,276
2002,2022-06-29,11.4324173553719,254
2002,2022-06-30,9.74456123737374,279
2002,2022-07-01,10.0094805194805,239
2002,2022-07-02,14.0079671717172,278
2002,2022-07-03,12.2997664141414,278
2002,2022-07-04,15.3711931818182,279
2002,2022-07-05,10.6874305555556,276
2002,2022-07-06,9.32565340909091,279
2002,2022-07-07,11.2801546717172,278
2002,2022-07-08,10.5747658402204,255
2002,2022-07-09,6.9862296037296,280
2002,2022-07-10,8.5599273989899,280
2002,2022-07-11,9.10523517786561,262
2002,2022-07-12,8.01999975718726,279
2002,2022-07-13,9.47160669191919,279
2002,2022-07-14,8.97288528138528,241
2002,2022-07-15,12.0905057303807,277
2002,2022-07-16,9.91811553030303,278
2002,2022-07-17,12.1609110671937,262
2002,2022-07-18,11.1606654040404,278
2002,2022-07-19,12.064958041958,265
2002,2022-07-20,13.115091540404,279
2002,2022-07-21,13.9036546717172,276
2002,2022-07-22,8.87350694444445,279
2002,2022-07-23,9.24445075757576,278
2002,2022-07-24,10.2186142676768,280
2002,2022-07-25,6.80125315656566,278
2002,2022-07-26,9.03630366161616,277
2002,2022-07-27,11.3234343434343,278
2002,2022-07-28,9.58717975206612,256
2002,2022-07-29,8.62943083003953,266
2002,2022-07-30,11.1257323232323,279
2002,2022-07-31,9.20131628787879,278
2002,2022-08-01,9.40436456364453,278
2002,2022-08-02,10.4962563131313,278
2002,2022-08-03,9.50888573232323,278
2002,2022-08-04,9.06959318181818,230
2002,2022-08-05,10.2234279396137,278
2002,2022-08-06,12.7056660353535,279
2002,2022-08-07,10.5837373737374,279
2002,2022-08-08,7.44942493112948,256
2002,2022-08-09,6.74542613636364,276
2002,2022-08-10,11.152196969697,278
2002,2022-08-11,7.69400768555116,261
2002,2022-08-12,8.73322285353535,281
2002,2022-08-13,8.62714393939394,277
2002,2022-08-14,9.43721343873518,264
2002,2022-08-15,8.70438136717768,279
2002,2022-08-16,8.53435921717172,279
2002,2022-08-17,10.5429545454545,278
2002,2022-08-18,12.6675650738151,280
2002,2022-08-19,10.9773753130316,276
2002,2022-08-20,11.4463930103858,243
2002,2022-08-21,11.0914015151515,279
2002,2022-08-22,10.2365056818182,278
2002,2022-08-23,11.7987468434343,279
2002,2022-08-24,13.590827020202,279
2002,2022-08-25,12.4559812548563,277
2002,2022-08-26,8.44505905205905,280
2002,2022-08-27,11.5704578392622,268
2002,2022-08-28,11.5242391304348,264
2002,2022-08-29,9.68346906565657,279
2002,2022-08-30,9.76050747863248,281
2002,2022-08-31,10.6350447658402,253
2002,2022-09-01,10.901038510101,279
2002,2022-09-02,11.249595959596,279
2002,2022-09-03,10.1726859504132,255
2002,2022-09-05,8.14872859025033,266
2002,2022-09-06,9.66152996309246,280
2002,2022-09-08,12.0703072353589,242
2002,2022-09-09,10.4914512255421,253
2002,2022-09-10,13.8386079545455,279
2002,2022-09-11,8.92040007333563,279
2002,2022-09-12,7.52379734848485,279
2002,2022-09-13,9.81065073815074,278
2003,2022-05-02,8.10509659090909,277
2003,2022-05-03,9.03148766511267,277
2003,2022-05-04,5.57687475718726,280
2003,2022-05-05,7.8979797979798,279
2003,2022-05-06,7.17111111111111,275
2003,2022-05-07,6.48120580808081,278
2003,2022-05-08,7.57221275252525,278
2003,2022-05-09,8.34744823232323,274
2003,2022-05-10,14.4655476398601,274
2003,2022-05-11,18.4110695592287,255
2003,2022-05-12,12.732591540404,277
2003,2022-05-13,8.7778125,279
2003,2022-05-14,10.6311900252525,279
2003,2022-05-15,8.43627909530084,265
2003,2022-05-16,8.02364898989899,278
2003,2022-05-17,5.98415277777778,275
2003,2022-05-18,9.14508017676768,278
2003,2022-05-19,13.2222200263505,265
2003,2022-05-20,10.731541907368,263
2003,2022-05-21,7.26175675019425,286
2003,2022-05-22,6.84966792929293,277
2003,2022-05-23,5.86011111111111,275
2003,2022-05-24,7.64107400087835,262
2003,2022-05-25,9.01106680440771,251
2003,2022-05-26,8.27650606060606,230
2003,2022-05-27,6.72677083333333,278
2003,2022-05-29,9.03651578282828,274
2003,2022-05-30,9.66120418470418,240
2003,2022-05-31,10.0647948232323,278
2003,2022-06-01,7.8700946969697,279
2003,2022-06-02,9.40682114413364,276
2003,2022-06-03,7.87422032828283,275
2003,2022-06-04,7.56978354978355,241
2003,2022-06-05,7.89530303030303,220
2003,2022-06-06,12.3455948616601,265
2003,2022-06-07,5.86616161616162,276
2003,2022-06-08,8.08119104084322,263
2003,2022-06-09,8.79771500721501,241
2003,2022-06-10,10.4098140495868,255
2003,2022-06-11,11.3363162878788,279
2003,2022-06-12,9.54482512626263,275
2003,2022-06-13,9.90082575757576,253
2003,2022-06-14,13.0807310606061,277
2003,2022-06-15,13.0448800505051,277
2003,2022-06-16,7.98995192307692,279
2003,2022-06-17,6.90089015151515,282
2003,2022-06-18,6.05078392621871,267
2003,2022-06-19,9.04558396464646,273
2003,2022-06-20,7.96263722893268,251
2003,2022-06-21,10.3076033057851,255
2003,2022-06-22,6.45458874458875,245
2003,2022-06-23,6.86312845849802,265
2003,2022-06-24,9.04562200956938,219
2003,2022-06-25,11.0568542568543,245
2003,2022-06-26,8.49050817700818,239
2003,2022-06-27,7.17050216450217,241
2003,2022-06-28,9.5431791831357,261
2003,2022-06-29,10.721038510101,279
2003,2022-06-30,9.24590909090909,278
2003,2022-07-01,9.20917748917749,244
2003,2022-07-02,13.3927803030303,276
2003,2022-07-03,12.0260037878788,279
2003,2022-07-04,14.534384469697,278
2003,2022-07-05,9.99213768115942,265
2003,2022-07-06,8.25564492753623,264
2003,2022-07-07,10.5710744400527,264
2003,2022-07-08,10.0488648989899,277
2003,2022-07-09,6.70597432659933,276
2003,2022-07-10,8.56479797979798,278
2003,2022-07-11,8.49460210803689,265
2003,2022-07-12,7.45460921717172,278
2003,2022-07-13,8.79598484848485,262
2003,2022-07-14,8.81056466588967,228
2003,2022-07-15,11.1725346947738,257
2003,2022-07-16,9.13675378787879,278
2003,2022-07-17,11.2892171717172,276
2003,2022-07-18,10.5162443181818,278
2003,2022-07-19,11.677038510101,275
2003,2022-07-20,12.2986079545455,280
2003,2022-07-21,13.0436300505051,279
2003,2022-07-22,8.76568181818182,278
2003,2022-07-23,9.18206186868687,277
2003,2022-07-24,9.60572916666667,279
2003,2022-07-25,6.4971369949495,279
2003,2022-07-26,8.53125315656566,279
2003,2022-07-27,10.812158459596,278
2003,2022-07-28,8.76712412587413,279
2003,2022-07-29,8.18839530759096,265
2003,2022-07-30,11.1033044077135,254
2003,2022-07-31,8.95213360881543,252
2003,2022-08-01,8.66836697786843,237
2003,2022-08-02,9.98296702651896,277
2003,2022-08-03,8.92239600550964,253
2003,2022-08-04,7.59948819309121,245
2003,2022-08-05,9.5980554968516,278
2003,2022-08-06,12.8098359683794,263
2003,2022-08-07,9.84130193236715,264
2003,2022-08-08,7.07541982323232,281
2003,2022-08-09,6.29510101010101,278
2003,2022-08-10,10.4855587121212,280
2003,2022-08-11,7.20887741046832,255
2003,2022-08-12,8.33492614703446,268
2003,2022-08-13,8.11416351010101,279
2003,2022-08-14,8.83822091103341,280
2003,2022-08-15,8.15556611570248,254
2003,2022-08-16,7.84764165695416,277
2003,2022-08-17,9.89170454545454,278
2003,2022-08-18,12.6431912878788,278
2003,2022-08-19,10.6637711732712,231
