msr_device_nbr,date_time,pm_25,device_friendly_name,latitude,longitude,misc_annotation
2002,2022-06-01,8.11334474553225,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-02,9.960141184573,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-03,8.14258838383838,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-04,7.55509159779614,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-05,8.01996843434344,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-06,13.2994349747475,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-07,6.10543560606061,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-08,8.96523284686328,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-09,8.80460732323232,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-10,9.97380050505051,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-11,11.3381470959596,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-12,10.5882575757576,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-13,10.3499872854418,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-14,13.2019476010101,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-15,12.874869949495,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-16,8.49439078282828,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-17,7.58305846930847,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-18,6.11097003690754,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-19,9.22688068181818,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-20,8.11,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-21,10.7979731404959,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-22,7.04558884297521,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-23,7.21555994729908,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-24,9.80189623507805,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-25,11.3016460055096,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-26,8.57757891414141,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-27,7.48896246114996,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-28,10.2074987373737,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-29,11.4324173553719,State & Garfield (SB),41.79492,-87.62586,Partner Request
2002,2022-06-30,9.74456123737374,State & Garfield (SB),41.79492,-87.62586,Partner Request
2003,2022-06-01,7.8700946969697,State & Garfield (NB),41.7955,-87.6255,Partner Request
2003,2022-06-02,9.40682114413364,State & Garfield (NB),41.7955,-87.6255,Partner Request
2003,2022-06-03,7.87422032828283,State & Garfield (NB),41.7955,-87.6255,Partner Request
2003,2022-06-04,7.56978354978355,State & Garfield (NB),41.7955,-87.6255,Partner Request
2003,2022-06-05,7.89530303030303,State & Garfield (NB),41.7955,-87.6255,Partner Request
2003,2022-06-06,12.3455948616601,State & Garfield (NB),41.7955,-87.6255,Partner Request
2003,2022-06-07,5.86616161616162,State & Garfield (NB),41.7955,-87.6255,Partner Request
2003,2022-06-08,8.08119104084322,State & Garfield (NB),41.7955,-87.6255,Partner Request
2003,2022-06-09,8.79771500721501,State & Garfield (NB),41.7955,-87.6255,Partner Request
